,id,n_victimas,anio,mes,dia,fecha,hora,franja_hora,comuna,tipo_calle,cruce,geocodificacion_CABA,longitud,latitud,victima,acusado,gravedad,vehiculo,sexo,edad,dia_noche
12016,LC-2020-0178949,1,2020,March,25,,,8,2,AVENIDA,no,Point (105942.135488851 103756.71943633),-58.398524763299,-34.595388534127,CICLISTA,TRANSPORTE PUBLICO,leve,CICLISTA,varon,21-30,Noche
12017,LC-2020-0179693,1,2020,March,25,,,19,1,CALLE,si,Point (107539.548644143 103093.650315186),-58.381105632444,-34.601355319893,CICLISTA,AUTO,leve,CICLISTA,varon,11-20,Noche
12021,LC-2020-0186043,1,2020,April,1,,,17,7,AVENIDA,no,Point (99428.2908366719 99822.7216375985),-58.469534680125,-34.630867889571,CICLISTA,TRANSPORTE PUBLICO,leve,CICLISTA,varon,21-30,Noche
12022,LC-2020-0191672,1,2020,April,7,,,13,14,CALLE,si,Point (102174.678955616 106074.558268805),-58.439599345951,-34.574509175183,CICLISTA,AUTO,leve,CICLISTA,varon,31-40,Noche
12024,LC-2020-0200331,1,2020,April,16,,,16,10,CALLE,si,Point (95995.5668260969 100407.955385034),-58.506967706438,-34.625584524223,CICLISTA,AUTO,leve,CICLISTA,varon,71-80,Noche
12026,LC-2020-0202779,1,2020,April,18,,,21,13,CALLE,si,Point (100054.792886531 108507.794961509),-58.462702311961,-34.552576987663,CICLISTA,MOTO,leve,CICLISTA,mujer,41-50,Noche
12027,LC-2020-0206125,1,2020,April,21,,,18,1,CALLE,no,Point (107485.983030872 101126.283182377),-58.381672360946,-34.619090355122,CICLISTA,AUTO,leve,CICLISTA,varon,11-20,Noche
12028,LC-2020-0208361,1,2020,April,23,,,12,3,CALLE,no,Point (105347.068987226 103063.86286695),-58.405007224173,-34.601637478630,CICLISTA,CAMIONETA,leve,CICLISTA,varon,41-50,Noche
12030,LC-2020-0209815,1,2020,April,24,,,15,1,CALLE,si,Point (107393.80855328 99820.7553833573),-58.382666134943,-34.630859548015,CICLISTA,TRANSPORTE PUBLICO,leve,CICLISTA,varon,41-50,Noche
12031,LC-2020-0218025,1,2020,April,27,,,8,15,CALLE,si,Point (98423.3406375564 105466.24514089),-58.480483392165,-34.579993682259,CICLISTA,CAMIONETA,leve,CICLISTA,varon,41-50,Noche
12032,LC-2020-0219802,1,2020,April,28,,,12,12,CALLE,si,Point (97800.7868265282 108415.002437141),-58.487260743970,-34.553410995554,CICLISTA,AUTO,leve,CICLISTA,varon,31-40,Noche
12036,LC-2020-0224310,1,2020,May,2,,,11,14,AVENIDA,no,Point (102727.667166357 104162.16118008),-58.433566748951,-34.591747101387,CICLISTA,TAXI,leve,CICLISTA,varon,31-40,Noche
12037,LC-2020-0226109,1,2020,May,4,,,12,13,CALLE,si,Point (100591.371271465 107288.693085344),-58.456855333542,-34.563566432076,CICLISTA,AUTO,leve,CICLISTA,mujer,11-20,Noche
12040,LC-2020-0234208,1,2020,May,10,,,11,15,AVENIDA,si,Point (102250.450281518 103260.755653899),-58.438766302497,-34.599873894411,CICLISTA,UTILITARIO,leve,CICLISTA,varon,41-50,Noche
12041,LC-2020-0234252,1,2020,May,10,,,13,4,AVENIDA,si,Point (103671.97223685 98682.7201353752),-58.423250026921,-34.641138103726,CICLISTA,AUTO,leve,CICLISTA,varon,31-40,Noche
12042,LC-2020-0234418,1,2020,May,10,,,16,13,AVENIDA,si,Point (101507.649075381 107946.371057755),-58.446871975618,-34.557636915520,CICLISTA,AUTO,leve,CICLISTA,varon,51-60,Noche
12043,LC-2020-0235954,1,2020,May,11,,,23,3,CALLE,si,Point (106129.486889127 102451.609689893),-58.396473120354,-34.607152253349,CICLISTA,MOTO,leve,CICLISTA,varon,51-60,Noche
12045,LC-2020-0237233,1,2020,May,12,,,18,2,AVENIDA,si,Point (105921.702061309 104533.209425309),-58.398752870111,-34.588389031329,CICLISTA,TAXI,leve,CICLISTA,varon,41-50,Noche
12048,LC-2020-0243248,1,2020,May,16,,1900-01-01 18:30:00,18,SD,SD,no,SD,SD,SD,CICLISTA,UTILITARIO,leve,CICLISTA,mujer,21-30,Día
12050,LC-2020-0246487,1,2020,May,18,,,18,13,CALLE,si,Point (100412.600534531 108102.150068742),-58.458803701575,-34.556233610401,CICLISTA,AUTO,leve,CICLISTA,mujer,51-60,Noche
12052,LC-2020-0248531,2,2020,May,19,,,16,3,CALLE,no,Point (105644.267687799 102437.19135091),-58.401763112344,-34.607284982988,CICLISTA,UTILITARIO,leve,CICLISTA,varon,31-40,Noche
12053,LC-2020-0248531,2,2020,May,19,,,16,3,CALLE,no,Point (105644.267687799 102437.19135091),-58.401763112344,-34.607284982988,CICLISTA,UTILITARIO,leve,CICLISTA,mujer,41-50,Noche
12054,LC-2020-0250407,1,2020,May,20,,,18,14,AVENIDA,si,Point (105492.338079794 105727.664024766),-58.403440588193,-34.577624042036,CICLISTA,TAXI,leve,CICLISTA,mujer,31-40,Noche
12055,LC-2020-0250443,1,2020,May,20,,,18,5,CALLE,si,Point (103665.743425149 101736.77539319),-58.423330970114,-34.613607687955,CICLISTA,AUTO,leve,CICLISTA,varon,31-40,Noche
12056,LC-2020-0250777,1,2020,May,21,,,22,15,CALLE,no,Point (99183.9607569827 102807.711017864),-58.472196175377,-34.603959810039,CICLISTA,AUTO,leve,CICLISTA,varon,21-30,Noche
12058,LC-2020-0253292,1,2020,May,21,,,20,14,AVENIDA,no,Point (103054.662831916 105885.78605724),-58.430008430633,-34.576208663989,CICLISTA,AUTO,leve,CICLISTA,varon,21-30,Noche
12061,LC-2020-0255441,1,2020,May,23,,,10,12,CALLE,si,Point (96312.904180708 105791.811125216),-58.503483448527,-34.577053362143,CICLISTA,UTILITARIO,leve,CICLISTA,mujer,31-40,Noche
12062,LC-2020-0255715,1,2020,May,23,,,12,3,AVENIDA,no,Point (106455.370918134 101721.861719892),-58.392914676368,-34.613728519063,CICLISTA,CAMION,leve,CICLISTA,mujer,51-60,Noche
12064,LC-2020-0259296,2,2020,May,26,,,16,12,CALLE,si,Point (96783.1263469798 104515.13206036),-58.498363628692,-34.5885635314,CICLISTA,AUTO,leve,CICLISTA,mujer,41-50,Noche
12065,LC-2020-0259296,2,2020,May,26,,,16,12,CALLE,si,Point (96783.1263469798 104515.13206036),-58.498363628692,-34.5885635314,CICLISTA,AUTO,leve,CICLISTA,mujer,31-40,Noche
12066,LC-2020-0259533,1,2020,May,26,,,19,5,AVENIDA,si,Point (104487.335062834 101522.480485033),-58.414371777883,-34.615536209518,CICLISTA,MOTO,leve,CICLISTA,varon,21-30,Noche
12070,LC-2020-0272249,1,2020,June,1,,,14,2,AVENIDA,si,Point (106567.01622814 104935.758777053),-58.391722021172,-34.584756384741,CICLISTA,CAMIONETA,leve,CICLISTA,varon,51-60,Noche
12072,LC-2020-0275999,1,2020,June,3,,,14,12,AVENIDA,si,Point (99037.3128433333 109733.120416515),-58.473786649139,-34.541530777721,CICLISTA,TRANSPORTE PUBLICO,leve,CICLISTA,varon,51-60,Noche
12075,LC-2020-0287750,1,2020,June,8,,,14,10,CALLE,no,Point (96138.8513000767 100594.706397253),-58.505404343690,-34.623901634599,CICLISTA,CAMIONETA,leve,CICLISTA,varon,21-30,Noche
12077,LC-2020-0289893,1,2020,June,9,,,12,15,AVENIDA,si,Point (102009.264319895 104713.346109994),-58.441398939250,-34.586780093119,CICLISTA,CAMIONETA,leve,CICLISTA,mujer,31-40,Noche
12078,LC-2020-0291121,2,2020,June,10,,,10,3,CALLE,si,Point (105406.403598977 101875.563838481),-58.404352880613,-34.612348991845,CICLISTA,CICLISTA,leve,CICLISTA,mujer,31-40,Noche
12079,LC-2020-0291121,2,2020,June,10,,,10,3,CALLE,si,Point (105406.403598977 101875.563838481),-58.404352880613,-34.612348991845,CICLISTA,CICLISTA,leve,CICLISTA,varon,21-30,Noche
12080,LC-2020-0291636,1,2020,June,10,,,10,5,AVENIDA,si,Point (104478.636956931 102055.038596484),-58.414469394867,-34.610735551189,CICLISTA,CAMIONETA,leve,CICLISTA,varon,21-30,Noche
12081,LC-2020-0291653,1,2020,June,10,,,16,11,AVENIDA,si,Point (99178.8719600424 101713.455791557),-58.472252783440,-34.613823878523,CICLISTA,AUTO,leve,CICLISTA,varon,41-50,Noche
12083,LC-2020-0294740,1,2020,June,11,,,14,6,AVENIDA,no,Point (102294.943682683 101853.818278648),-58.438277543626,-34.612556522966,CICLISTA,TAXI,leve,CICLISTA,varon,31-40,Noche
12085,LC-2020-0296273,1,2020,June,12,,,15,1,AVENIDA,no,Point (107573.248011169 103745.610641866),-58.380744024701,-34.595478027329,CICLISTA,TRANSPORTE PUBLICO,leve,CICLISTA,varon,31-40,Noche
12087,LC-2020-0297372,1,2020,June,13,,,15,1,CALLE,si,Point (108721.919145206 100712.617935316),-58.368191458951,-34.622809597996,CICLISTA,CAMIONETA,leve,CICLISTA,varon,21-30,Noche
12088,LC-2020-0299253,1,2020,June,14,,,21,2,AVENIDA,no,Point (105996.790824858 104619.709648991),-58.397935006359,-34.587608848458,CICLISTA,AUTO,leve,CICLISTA,varon,21-30,Noche
12089,LC-2020-0310214,1,2020,June,16,,,8,3,CALLE,si,Point (106158.48949585 101805.608974625),-58.396152274017,-34.612975396100,CICLISTA,TAXI,leve,CICLISTA,varon,31-40,Noche
12090,LC-2020-0310461,1,2020,June,16,,,11,3,AVENIDA,no,Point (106414.954119694 101201.270161909),-58.393351451070,-34.618421590769,CICLISTA,TAXI,leve,CICLISTA,mujer,31-40,Noche
12094,LC-2020-0312149,1,2020,June,16,,,19,13,CALLE,si,Point (99269.4280603962 108419.128252188),-58.471259219222,-34.55337597368,CICLISTA,AUTO,leve,CICLISTA,varon,31-40,Noche
12095,LC-2020-0312651,1,2020,June,17,,1900-01-01 14:30:00,14,SD,SD,no,SD,SD,SD,CICLISTA,MOTO,leve,CICLISTA,mujer,21-30,Día
12096,LC-2020-0315167,1,2020,June,18,,,12,7,AVENIDA,no,Point (101574.045932445 99458.1753127809),-58.446133330851,-34.634153115809,CICLISTA,TRANSPORTE PUBLICO,leve,CICLISTA,mujer,11-20,Noche
12097,LC-2020-0315509,2,2020,June,18,,,14,14,AVENIDA,no,Point (102933.045820366 105855.252707302),-58.431333761937,-34.576484253564,CICLISTA,TRANSPORTE PUBLICO,leve,CICLISTA,varon,31-40,Noche
12099,LC-2020-0315731,1,2020,June,18,,1900-01-01 17:45:00,17,SD,SD,no,0,0,0,CICLISTA,OBJETO FIJO,leve,CICLISTA,mujer,31-40,Día
12101,LC-2020-0319877,1,2020,June,20,,,22,15,CALLE,si,Point (101772.253266278 102994.758873921),-58.443978840188,-34.602272614409,MOTO,CICLISTA,leve,MOTO,mujer,21-30,Noche
12104,LC-2020-0362696,1,2020,June,24,,,10,2,CALLE,no,Point (105972.836875547 103439.653623139),-58.398187879922,-34.598246524975,CICLISTA,TRANSPORTE PUBLICO,leve,CICLISTA,varon,21-30,Noche
12105,LC-2020-0362999,1,2020,June,24,,,16,15,CALLE,si,Point (102878.969412011 103471.965515028),-58.431915189665,-34.597968421501,CICLISTA,AUTO,leve,CICLISTA,varon,21-30,Noche
12108,LC-2020-0365277,1,2020,June,25,,,18,15,AVENIDA,si,Point (101139.546551745 103323.687015074),-58.450876925698,-34.599308378433,CICLISTA,AUTO,leve,CICLISTA,varon,11-20,Noche
12110,LC-2020-0369865,1,2020,June,26,,,19,2,AVENIDA,no,Point (105412.068377884 103961.657971926),-58.404304281374,-34.593544031255,CICLISTA,CAMIONETA,leve,CICLISTA,varon,51-60,Noche
12112,LC-2020-0370632,1,2020,June,27,,,13,8,CALLE,si,Point (97651.3476988075 95317.0970990339),-58.488926056429,-34.671480556782,CICLISTA,AUTO,leve,CICLISTA,varon,41-50,Noche
12113,LC-2020-0377521,1,2020,June,29,,,20,14,CALLE,si,Point (103852.661036564 103760.386607277),-58.421302002026,-34.595365329462,CICLISTA,AUTO,leve,CICLISTA,varon,21-30,Noche
12115,LC-2020-0379562,1,2020,June,30,,,18,4,AVENIDA,si,Point (106029.848213449 98878.9328255118),-58.397534256551,-34.639358340547,CICLISTA,MOTO,leve,CICLISTA,varon,31-40,Noche
12116,LC-2020-0383515,1,2020,July,1,,,14,13,CALLE,si,Point (100781.061207631 106848.266740271),-58.454787947304,-34.567536530552,CICLISTA,MOTO,leve,CICLISTA,varon,41-50,Noche
12117,LC-2020-0387476,1,2020,July,2,,,8,2,AVENIDA,si,Point (105152.096030159 104169.353765335),-58.407139406169,-34.591673093819,CICLISTA,AUTO,leve,CICLISTA,varon,31-40,Noche
12120,LC-2020-0414511,1,2020,July,6,,,10,3,AVENIDA,si,Point (105102.508769087 102110.048867701),-58.407667686022,-34.610236787447,CICLISTA,MOTO,leve,CICLISTA,varon,21-30,Noche
12121,LC-2020-0415176,1,2020,July,6,,,13,14,CALLE,si,Point (104608.869059446 105464.461642119),-58.413067765224,-34.580000963813,CICLISTA,AUTO,leve,CICLISTA,mujer,21-30,Noche
12122,LC-2020-0415233,1,2020,July,6,,,17,14,CALLE,si,Point (103762.338470529 104781.901848553),-58.422291060734,-34.586157270028,CICLISTA,AUTO,leve,CICLISTA,varon,81+,Noche
12123,LC-2020-0416272,1,2020,July,6,,,16,4,AVENIDA,si,Point (105323.596109352 97669.5890525397),-58.405229602237,-34.650263672468,CICLISTA,AUTO,leve,CICLISTA,mujer,21-30,Noche
12124,LC-2020-0417335,1,2020,July,6,,,18,2,AVENIDA,no,Point (106450.39828495 103684.462517963),-58.392983681964,-34.596036849502,CICLISTA,AUTO,leve,CICLISTA,mujer,21-30,Noche
12125,LC-2020-0417976,1,2020,July,7,,,13,3,AVENIDA,no,Point (105251.332140255 102576.295242052),-58.406047938521,-34.606033107039,CICLISTA,TRANSPORTE PUBLICO,leve,CICLISTA,mujer,31-40,Noche
12127,LC-2020-0419819,1,2020,July,8,,,8,3,AVENIDA,si,Point (106413.359132216 102215.843320558),-58.393376446176,-34.609275829244,CICLISTA,AUTO,leve,CICLISTA,varon,21-30,Noche
12130,LC-2020-0423132,1,2020,July,9,,,14,10,CALLE,si,Point (96988.1003594833 100870.606984355),-58.496142571331,-34.621417448193,CICLISTA,AUTO,leve,CICLISTA,mujer,31-40,Noche
12133,LC-2020-0433528,1,2020,July,14,,,13,11,AVENIDA,si,Point (95790.4285483485 102774.525200786),-58.509192819078,-34.604250472764,CICLISTA,AUTO,leve,CICLISTA,varon,51-60,Noche
12134,LC-2020-0435073,1,2020,July,14,,,13,15,AVENIDA,si,Point (99189.4412085448 105459.80452778),-58.472133724445,-34.580052671861,CICLISTA,AUTO,leve,CICLISTA,varon,41-50,Noche
12135,LC-2020-0436136,1,2020,July,15,,,15,10,CALLE,si,Point (95959.3424971358 101599.584241669),-58.507356974273,-34.614842563992,CICLISTA,AUTO,leve,CICLISTA,mujer,21-30,Noche
12136,LC-2020-0437419,1,2020,July,15,,,22,11,CALLE,si,Point (98966.6395675305 101273.406439824),-58.474567391364,-34.617790459170,CICLISTA,AUTO,leve,CICLISTA,varon,31-40,Noche
12137,LC-2020-0438343,1,2020,July,16,,,15,15,AVENIDA,no,Point (101394.897693899 104088.478063284),-58.448094434863,-34.592413916996,CICLISTA,AUTO,leve,CICLISTA,mujer,41-50,Noche
12139,LC-2020-0438493,1,2020,July,16,,,11,6,AVENIDA,si,Point (101928.504042339 101925.266215919),-58.442273058926,-34.611913196231,PEATON,CICLISTA,leve,PEATON,varon,61-70,Noche
12140,LC-2020-0440670,1,2020,July,17,,,15,13,AVENIDA,no,Point (100909.215129061 107098.60191821),-58.453391666814,-34.565279790662,CICLISTA,AUTO,leve,CICLISTA,mujer,21-30,Noche
12141,LC-2020-0440731,1,2020,July,17,,1900-01-01 14:15:00,14,SD,SD,no,SD,SD,SD,CICLISTA,AUTO,leve,CICLISTA,mujer,21-30,Día
12142,LC-2020-0440834,1,2020,July,17,,,14,9,AVENIDA,no,Point (95605.1487612301 96746.2016359286),-58.511244401069,-34.658591288535,CICLISTA,AUTO,leve,CICLISTA,mujer,31-40,Noche
12143,LC-2020-0441211,1,2020,July,18,,,1,9,AVENIDA,si,Point (97545.7537152912 96102.7035196721),-58.490075851674,-34.664398589028,CICLISTA,TRANSPORTE PUBLICO,leve,CICLISTA,varon,31-40,Noche
12144,LC-2020-0441624,1,2020,July,18,,,14,13,CALLE,no,Point (100566.181075852 108203.118989979),-58.457130375122,-34.555323361643,CICLISTA,AUTO,leve,CICLISTA,varon,31-40,Noche
12145,LC-2020-0441968,1,2020,July,19,,,21,14,CALLE,si,Point (102629.407370401 105166.566032847),-58.434640869669,-34.582693197068,CICLISTA,AUTO,leve,CICLISTA,varon,21-30,Noche
12147,LC-2020-0444072,1,2020,July,20,,,10,12,GRAL PAZ,no,Point (96082.9664732474 107261.968738333),-58.505982565947,-34.563799805439,CICLISTA,AUTO,leve,CICLISTA,mujer,0-10,Noche
12148,LC-2020-0444431,1,2020,July,20,,,18,15,AVENIDA,no,Point (99179.5887158381 105243.365563498),-58.472241329083,-34.582003743491,CICLISTA,AUTO,leve,CICLISTA,varon,31-40,Noche
12149,LC-2020-0445006,1,2020,July,20,,,17,2,AVENIDA,no,Point (105777.770120497 104289.40694258),-58.400320088191,-34.590587586242,CICLISTA,TAXI,leve,CICLISTA,varon,31-40,Noche
12151,LC-2020-0446489,1,2020,July,21,,,19,1,AVENIDA,si,Point (107827.788777085 100070.041339955),-58.377935621490,-34.628609193286,CICLISTA,OBJETO FIJO,leve,CICLISTA,mujer,31-40,Noche
12153,LC-2020-0447978,1,2020,July,22,,,13,3,CALLE,no,Point (105861.656723284 102918.711425975),-58.399396325599,-34.602943153454,CICLISTA,CAMION,leve,CICLISTA,varon,51-60,Noche
12154,LC-2020-0449085,1,2020,July,23,,,15,2,AVENIDA,si,Point (105815.734387807 103786.905495851),-58.399902857750,-34.595117140805,CICLISTA,TRANSPORTE PUBLICO,leve,CICLISTA,varon,51-60,Noche
12155,LC-2020-0449325,1,2020,July,23,,,20,15,AVENIDA,si,Point (97725.9596284518 104849.63785499),-58.488085786590,-34.585550716662,CICLISTA,AUTO,leve,CICLISTA,varon,21-30,Noche
12156,LC-2020-0449441,1,2020,July,24,,,22,9,CALLE,si,Point (98291.8778150276 98840.0516996219),-58.481929963040,-34.639724723249,CICLISTA,AUTO,leve,CICLISTA,varon,41-50,Noche
12158,LC-2020-0450359,1,2020,July,24,,,14,8,CALLE,no,Point (98005.9149985961 95467.3919932356),-58.485057045672,-34.670126520678,CICLISTA,AUTO,leve,CICLISTA,varon,61-70,Noche
12160,LC-2020-0451343,1,2020,July,25,,,12,13,CALLE,si,Point (99557.2514391397 108492.151737383),-58.468123209811,-34.552717883069,CICLISTA,AUTO,leve,CICLISTA,varon,21-30,Noche
12161,LC-2020-0453150,1,2020,July,27,,,14,7,CALLE,si,Point (100209.323299915 100981.467367369),-58.461017281766,-34.620422680924,CICLISTA,CAMIONETA,leve,CICLISTA,mujer,31-40,Noche
12162,LC-2020-0453800,1,2020,July,28,,,22,12,AVENIDA,si,Point (99490.6652730028 109002.795972659),-58.468848352084,-34.548114644476,CICLISTA,CAMION,leve,CICLISTA,varon,21-30,Noche
12163,LC-2020-0454661,1,2020,July,28,,,15,13,CALLE,si,Point (100466.383965781 106038.213004943),-58.458216688213,-34.574838911973,CICLISTA,CAMIONETA,leve,CICLISTA,mujer,31-40,Noche
12164,LC-2020-0456924,1,2020,July,29,,,8,15,CALLE,si,Point (99929.2884544454 103570.398852741),-58.464070456993,-34.597084976224,CICLISTA,AUTO,leve,CICLISTA,mujer,31-40,Noche
12165,LC-2020-0456996,1,2020,July,29,,,17,10,CALLE,si,Point (96408.1029099685 101922.438923003),-58.502462537554,-34.611933913060,CICLISTA,CAMIONETA,leve,CICLISTA,mujer,21-30,Noche
12166,LC-2020-0457060,1,2020,July,29,,,17,4,AVENIDA,no,Point (104616.970245578 98491.3258809475),-58.412941981336,-34.642859631706,CICLISTA,AUTO,leve,CICLISTA,varon,21-30,Noche
12168,LC-2020-0457313,1,2020,July,29,,,20,6,AVENIDA,si,Point (103312.476846657 100458.279024111),-58.427177837417,-34.625133747514,CICLISTA,AUTO,leve,CICLISTA,varon,21-30,Noche
12169,LC-2020-0457367,1,2020,July,29,,,20,2,AVENIDA,si,Point (106164.798208307 103717.932583329),-58.396097253418,-34.595736874904,CICLISTA,AUTO,leve,CICLISTA,mujer,21-30,Noche
12170,LC-2020-0458861,1,2020,July,31,,,23,13,AVENIDA,no,Point (99816.6885455089 108474.99274982),-58.465296551518,-34.552872655593,CICLISTA,AUTO,leve,CICLISTA,varon,31-40,Noche
12172,LC-2020-0459775,1,2020,July,31,,,14,6,AVENIDA,si,Point (102579.200524896 100886.999250976),-58.435175363224,-34.621271160610,MOTO,CICLISTA,leve,MOTO,varon,31-40,Noche
12173,LC-2020-0459787,1,2020,July,31,,,14,15,CALLE,no,Point (98581.2163035162 105552.812858395),-58.478762566702,-34.579213559608,CICLISTA,AUTO,leve,CICLISTA,varon,41-50,Noche
12174,LC-2020-0460643,1,2020,August,1,,,14,3,CALLE,no,Point (106543.615451698 100978.965322531),-58.391946835023,-34.620424728729,CICLISTA,CAMIONETA,leve,CICLISTA,varon,51-60,Noche
12176,LC-2020-0460803,1,2020,August,1,,,16,3,CALLE,si,Point (105126.549883997 102910.40575586),-58.407410351275,-34.603021918859,CICLISTA,AUTO,leve,CICLISTA,varon,21-30,Noche
12177,LC-2020-0460839,1,2020,August,1,,,19,14,AVENIDA,si,Point (102531.859017635 104791.909927384),-58.435702984175,-34.586070756449,CICLISTA,CAMIONETA,leve,CICLISTA,mujer,51-60,Noche
12178,LC-2020-0462668,1,2020,August,3,,,14,10,CALLE,si,Point (97334.5848397058 101024.347725792),-58.492363894166,-34.620032545181,CICLISTA,AUTO,leve,CICLISTA,mujer,31-40,Noche
12179,LC-2020-0462941,1,2020,August,3,,,21,15,CALLE,si,Point (100253.990576316 105380.023609819),-58.460531251345,-34.580772198991,CICLISTA,AUTO,leve,CICLISTA,mujer,21-30,Noche
12180,LC-2020-0463780,1,2020,August,4,,1900-01-01 15:30:00,15,SD,SD,no,SD,SD,SD,CICLISTA,AUTO,leve,CICLISTA,varon,31-40,Día
12182,LC-2020-0464464,1,2020,August,4,,,17,11,AVENIDA,no,Point (98367.1047859378 101900.227816018),-58.481103390744,-34.612139224711,CICLISTA,AUTO,leve,CICLISTA,varon,21-30,Noche
12184,LC-2020-0465375,1,2020,August,5,,,18,1,CALLE,si,Point (108805.248539014 101224.419249865),-58.367288073143,-34.618195315339,CICLISTA,CAMIONETA,leve,CICLISTA,varon,31-40,Noche
12185,LC-2020-0465675,1,2020,August,5,,,16,7,AVENIDA,no,Point (99419.9534299631 99779.6018591734),-58.469625636653,-34.631256582690,CICLISTA,MOTO,leve,CICLISTA,varon,41-50,Noche
12186,LC-2020-0466034,1,2020,August,5,,,20,12,AVENIDA,si,Point (96832.8001445784 108392.697264522),-58.497807486740,-34.553609488424,CICLISTA,MOTO,leve,CICLISTA,varon,21-30,Noche
12187,LC-2020-0466062,1,2020,August,5,,,20,14,AVENIDA,si,Point (104625.38427832 104097.946009343),-58.412880415918,-34.592319273550,CICLISTA,AUTO,leve,CICLISTA,varon,41-50,Noche
12188,LC-2020-0466721,1,2020,August,6,,,11,11,CALLE,si,Point (99055.8701255674 102595.494008451),-58.473592876595,-34.605872707203,CICLISTA,AUTO,leve,CICLISTA,varon,51-60,Noche
12189,LC-2020-0467318,1,2020,August,6,,,8,11,CALLE,si,Point (98845.6063320892 102464.019193185),-58.475885424432,-34.607057650270,CICLISTA,CAMIONETA,leve,CICLISTA,varon,11-20,Noche
12190,LC-2020-0467646,1,2020,August,7,,,21,1,CALLE,si,Point (107776.399581461 100194.506942236),-58.378497168021,-34.627487601341,CICLISTA,AUTO,leve,CICLISTA,varon,51-60,Noche
12191,LC-2020-0468155,1,2020,August,7,,,13,14,CALLE,si,Point (103478.553186247 104844.117492832),-58.425384494295,-34.585597415223,CICLISTA,AUTO,leve,CICLISTA,varon,21-30,Noche
12192,LC-2020-0468251,1,2020,August,7,,,20,3,AVENIDA,si,Point (105252.603085635 102264.960289966),-58.406032175589,-34.608839602994,CICLISTA,TAXI,leve,CICLISTA,varon,21-30,Noche
12194,LC-2020-0470404,1,2020,August,8,,,20,14,CALLE,si,Point (103900.266702232 104047.411597372),-58.420784355503,-34.592777783752,CICLISTA,AUTO,leve,CICLISTA,varon,31-40,Noche
12197,LC-2020-0473729,1,2020,August,11,,,11,11,AVENIDA,no,Point (94411.3062214326 101728.535725271),-58.524235091319,-34.613672797117,CICLISTA,CAMION,leve,CICLISTA,varon,21-30,Noche
